"5","1","1",,"<p class=""Standard""><strong><span style=""color: #800000; font-size: 10pt;""><span style=""font-family: 'andale mono',times;""><em> </em></span><span style=""font-family: 'andale mono',times;""><em>"" D'une fleur de corail que le soleil arrose...<br />c'est peut-être pour ça qu'on te dit Ville Rose »</em></span></span></strong></p>
<p class=""Standard""><span style=""color: #800000; font-family: 'andale mono', times; font-size: 10pt; background-color: #daae57;"">                                </span><span style=""background-color: #daae57; color: #800000; font-family: 'andale mono', times; font-size: 10pt;"">Claude NOUGARO</span></p>
<p class=""Standard""><span style=""color: #ffcc00;""> </span></p>
<p class=""Standard""><span style=""color: #ffcc00;""><em><br /></em></span></p>","coralis"," création unique.","boucles d'oreilles,corail,coralis,corail,metal,rouge","Boucles d'oreilles Coralis","Coralis",,
"6","1","1",,"<p align=""LEFT""><span style=""font-family: 'andale mono',times; font-size: 12pt; color: #800000;""><em>"" Un rêve bleu<br /> Sur les chevaux du vent,<br /> Vers les horizons du bonheur<br /> Dans la poussière d'étoiles. ""</em></span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono',times; font-size: 12pt; color: #800000;""><em><br /></em></span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono',times; font-size: 12pt; color: #800000;""><em><br /></em></span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono', times; font-size: 12pt; color: #ffcc00;""><em><br /></em></span></p>
<p align=""LEFT""><span style=""background-color: #582900;""><br style=""color: #ffcc00; font-family: 'andale mono', times; font-size: medium;"" /></span></p>
<p class=""Standard""><em><br /></em></p>","goutte-d-eau","création unique","boucles,oreilles,vert,gouttes eau.","boucles d'oreilles goutte d'eau","Goutte d'eau",,
"7","1","1",,"<p align=""LEFT""><span style=""font-family: Andalus,serif; color: #800000; font-size: 12pt;""><em><span style=""font-family: Andalus,sans-serif;""><br /></span></em></span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono',times; color: #800000; font-size: 12pt;""><em>« Ce que la chenille appelle la mort,</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> le papillon l'appelle renaissance. »<strong></strong></em></span></p>
<p align=""LEFT""><span style=""color: #ffcc00; font-size: 12pt; font-family: 'andale mono', times;""><span style=""color: #800000;"">            </span></span></p>
<p align=""LEFT""><span style=""color: #ffcc00; font-size: 12pt; font-family: 'andale mono', times;""><span style=""color: #800000;"">Violette LEBON</span><strong></strong><em><strong><br /></strong></em></span></p>
<p align=""LEFT""><span style=""color: #ffcc00; font-size: 12pt; font-family: 'andale mono', times;""> </span></p>
<p class=""Standard""><em><br /></em></p>","chenille","création unique","boucles,oreilles,chenille,verte,perles","boucles d'oreilles chenille","Chenille",,
"8","1","1",,"<p><strong><span style=""font-size: 10pt; color: #800000;""><span style=""font-family: andale mono,times;"">"" <em>Au fond, c'est la solitude.</em></span></span></strong></p>
<p><strong><span style=""font-size: 10pt; color: #800000;""><span style=""font-family: andale mono,times;""><em>S'envelopper dans le cocon de son âme,</em></span></span></strong></p>
<p><strong><span style=""font-size: 10pt; color: #800000;""><span style=""font-family: andale mono,times;""><em>Se faire chrysalide,</em></span></span></strong></p>
<p><strong><span style=""font-size: 10pt; color: #800000;""><span style=""font-family: andale mono,times;""><em>Et attendre, la métamorphose.""</em></span></span></strong></p>
<p><span style=""font-size: 10pt; color: #800000;""><span style=""font-family: andale mono,times;"">                                Auguste STRINDBERG<br /></span></span></p>
<p><span style=""font-size: 10pt;""><span style=""font-family: andale mono,times;""><em><br /></em></span></span></p>
<p> </p>","chrysalide","création unique","chrysalide,verre,vert,jaune,pâte.","boucles d'oreille chrysalide","Chrysalide",,
"9","1","1",,"<p align=""LEFT""><span style=""color: #ffcc00; font-size: 12pt; font-family: 'andale mono', times;""><em> <strong><span style=""color: #800000; font-size: 10pt;"">""Il est midi.</span></strong></em></span></p>
<p align=""LEFT""><strong><span style=""color: #800000; font-size: 10pt; font-family: 'andale mono',times;""><em>La canicule tombe des ormeaux bleus et noirs</em></span></strong></p>
<p align=""LEFT""><strong><span style=""color: #800000; font-size: 10pt; font-family: 'andale mono',times;""><em>où éclate le cri d'une cigale. »</em> </span></strong></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 10pt; font-family: 'andale mono',times;"">                                       Fancis JAMMES<em><br /></em></span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono',times; font-size: 10pt;""><strong style=""font-family: Andalus, sans-serif; color: #ffcc00; font-size: 12pt; background-color: #582900;""><br style=""color: #ffcc00;"" /></strong></span></p>
<p align=""LEFT""><span style=""color: #ffcc00; font-size: 10pt;""> </span></p>
<p class=""Standard""><em><br /></em></p>","ormeaux","création unique","boucles d'oreilles,verre,résine,goutte,synthétique,perle,bleu,turquoise,ormeaux","boucles d'oreilles Ormeaux","Ormeaux",,
"10","1","1",,"<p class=""Standard""><span style=""font-family: andale mono,times; font-size: 12pt; color: #800000;""><em>"" Cueillez-moi ce pavot sauvage            qui croît à l'ombre de ces blés :</em></span></p>
<p class=""Standard""><span style=""font-family: andale mono,times; font-size: 12pt; color: #800000;""><em>On dit qu'il en coule un breuvage qui ferme les yeux accablés.""</em></span><em></em></p>
<p>                                                                 <span style=""color: #800000;"">          <span style=""font-family: andale mono,times; font-size: 12pt;"">   Alphonse de LAMARTINE</span><em><br /></em></span></p>
<p class=""Standard""><span style=""font-family: andale mono,times; color: #800000;"">                                <span style=""font-size: 12pt;"">         </span></span><span style=""font-family: andale mono,times;""><span style=""font-size: 12pt;"">                          <span style=""color: #800000;"">  </span></span></span><em><br style=""color: #800000;"" /></em></p>","pavot-bleu","création unique","résine,goutte,synthétique,perle,bleu,pavot","boucles d'oreille Pavot Bleu","Pavot bleu",,
"11","1","1",,"<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em>« La véronique s'aventure<br /> Près des boutons d'or dans les prés,<br /> Les caresses de la nature<br /> Hâtent les germes rassurés.</em>""       </span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;"">  Théophile GAUTIER </span></p>","veronique","création unique","boucles d'oreilles,metal,verre,résine,perle,bleu,turquoise,veronique","boucles d'oreille Véronique.","Véronique",,
"12","1","1",,"<p align=""LEFT""><span style=""font-size: 12pt; color: #800000; font-family: 'andale mono',times;""><em>« Il </em><a href=""http://www.evene.fr/citations/mot.php?mot=faut""><span style=""color: #800000;""><em>faut</em></span></a><em> </em><a href=""http://www.evene.fr/citations/mot.php?mot=faire""><span style=""color: #800000;""><em>faire</em></span></a><em> du </em><a href=""http://www.evene.fr/citations/mot.php?mot=noir""><span style=""color: #800000;""><em>noir</em></span></a><em> </em></span></p>
<p align=""LEFT""><span style=""font-size: 12pt; color: #800000; font-family: 'andale mono',times;""><em>une </em><a href=""http://www.evene.fr/citations/mot.php?mot=couleur""><span style=""color: #800000;""><em>couleur</em></span></a><em> de </em><a href=""http://www.evene.fr/citations/mot.php?mot=lumiere""><span style=""color: #800000;""><em>lumière</em></span></a><em>. »</em></span></p>
<p align=""LEFT""><span style=""font-size: 12pt; color: #ffcc00; font-family: 'andale mono', times;""><span style=""color: #800000;"">                                                          Clémence BOULOUQUE</span><em><br /></em></span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono', times;""><strong style=""font-family: Andalus, sans-serif; color: #ffcc00; font-size: 12pt; background-color: #582900;""><br /></strong></span></p>
<p align=""LEFT""><br /><br /></p>","morelle-noire","création unique","boucles d'oreilles,synthétique,perle,morelle,noire,noir","boucles d'oreille morelle noire","Morelle noire",,
"13","1","1",,"<p><em><span style=""color: #800000; font-size: 12pt; font-family: andale mono,times;"">"" Je suis un coeur de coquelicot délicat,</span></em></p>
<p><em><span style=""color: #800000; font-size: 12pt; font-family: andale mono,times;"">gourmand de poésie,</span></em></p>
<p><em><span style=""color: #800000; font-size: 12pt; font-family: andale mono,times;"">gorgé d'un jus de tendresse.""</span></em></p>
<p><span style=""color: #800000; font-size: 12pt; font-family: andale mono,times;"">                                                                    Valérie MAZEAU</span></p>","coquelicot","création unique","boucles d'oreilles,synthétique,perle,rouge,noir,coquelicot","boucles d'oreille coquelicot","Coquelicot",,
"14","1","1",,"<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em>« c'est un amour de chenille </em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> qui traîne de rose en rose, </em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> gâtant le bord de la feuille</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> sans atteindre le calice. »</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;"">                 Jules MICHELET</span></p>","padella","création unique","boucles d'oreilles,synthétique,perle,noir,padella,gris,blanc","boucles d'oreille Padella","Padella",,
"15","1","1",,"<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> <span style=""font-size: 12pt;"">""La citrouille n'a pas besoin d'être transformée en carosse pour devenir admirable :</span></em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;""><em>Il suffit de la regarder d'un œil neuf.""<br /></em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;"">                                                        Gabrielle MARQUET</span></p>","coloquinte","création unique.","boucles d'oreilles,synthétique,perle,noir,gris,coloquinte","boucles d'oreille coloquinte","Coloquinte",,
"16","1","1",,"<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em>« La vie à l'état pur, aussi fine que l'air </em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> qui soutient les ailes des libellules</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> et se réjouit de leur danse. »</em></span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono',times; color: #800000;""><span style=""font-size: 12pt;"">                             Christian BOBIN</span></span></p>","libellule",,"boucles d'oreilles,metal,verre,synthétique,noir,gris,libellule","boucles d'oreilles libellule","Libellule",,
"17","1","1",,"<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em>« belle luciole<br /> laisse moi être ton rêve luisant<br /> même si je ne suis pas prince charmant</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;""><em> on allumera la nuit si tu en as envie. »</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono',times;"">                                           Anonyme</span></p>
<p align=""LEFT""><span style=""font-family: 'andale mono', times;""> </span></p>","luciole","création unique.","boucles d'oreilles,verre,résine,synthétique,noir,gris,blanc,luciole","boucles d'oreilles Luciole","Luciole",,
"18","1","1",,"<p><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;""><em>« Fût-ce en mille éclats,<br /> Elle est toujours là, <br /> La lune dans l'eau.""</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;"">                              Haïku<br />                              Ueda Chôshû</span></p>
<p align=""LEFT""> </p>","clair-de-lune","création unique","boucles d'oreilles,synthétique,perle,gris,clair,lune,inox,transparent","boucles d'oreilles clair-de-lune","Clair de lune",,
"19","1","1",,"<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;""><em>« Un soleil n'est jamais éclipsé que par des lunes. »</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;"">                                            Victor Hugo</span></p>
<p align=""LEFT""> </p>","eclipse","création unique","boucles d'oreilles,résine,synthétique,perle,vert,eclipse","boucles d'oreilles Eclipse","Eclipse",,
"20","1","1",,"<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;""><em>« ...Mais voici le cyclone<br />Qui balaye les jours<br />De ce troupeau de clones<br />De ces vies à rebours »</em></span></p>
<p align=""LEFT""><span style=""color: #800000; font-size: 12pt; font-family: 'andale mono', times;""><strong> </strong> Bernard PICHARDIE</span></p>
<p align=""LEFT""><span style=""font-size: 12pt; color: #ffcc00;""> </span></p>","l-oeil-du-cyclone","création unique.","boucles d'oreilles,metal,oeil,cyclone,bouton,bois,marron","boucles d'oreilles l'oeil-du-cyclone","L’œil du cyclone",,
